"","spp","countryCode","stateProvince","locality","lon","lat"
"18490","Alchornea triplinervia ","PE","Madre de Dios","Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.",-69.71666,-12.81666
"18491","Alchornea triplinervia ","PY","Paraguarí","Parque Nacional Ybycu'í.  Cerrado forest, 5 kms N of administration area. 26.00S-26.07S 56.46W-56.53W",-56.8,-26
"18492","Pouteria caimito ","PE","Loreto","Mishana, Río Nanay, halfway between Iquitos and Santa Maria de Nanay, non-inundated lowland forest. Transect Line 8.",-73.5,-3.83333
"18493","Alchornea triplinervia ","PY","Cordillera","1 km E of Nueva Colombia on road to Atyra.  On a hill.  Cerrado forest.",-57.21666,-25.16666
"18494","Alchornea glandulosa ","BO","La Paz","4 km NE (above) Incahuara, 13.5 km above San Pedro, trail to 12 de Octubre; steep cloud forest with distinct dry season. (bp ST sensu Holdridge). Transect # 2",-67.58333,-15.91666
"18495","Pouteria caimito ","PE","Loreto","Mishana, Río Nanay, halfway between Iquitos and Santa Maria de Nanay, seasonally inundated (3 months) tahuampa forest. Tahuampa Transect Line 5.",-73.5,-3.83333
"18496","Pouteria caimito ","PE","Loreto","Mishana, Río Nanay, halfway between Iquitos and Santa Maria de Nanay, seasonally inundated (3 months) tahuampa forest. Tahuampa Transect Line 5.",-73.5,-3.83333
"18497","Alchornea glandulosa ","BO","La Paz","4 km NE (above) Incahuara, 13.5 km above San Pedro; steep cloud forest with distinct dry season, trail to 12 de Octubre. (bp St sensu Holdridge). Transect 1.",-67.58333,-15.91666
"18498","Croton urucurana ","PY","Cordillera","Tobatí.  """"""""Ybytú Silla"""""""" mesa.  Southern area.  Scrub on sandy soil.",-57.11666,-25.2
"18499","Alchornea glandulosa ","PY","Canindeyú","Terreno del Banco Mundial, 34 km E of Villa Ygatimi near   Río Jejui-mí.   Mature forest on sandy soil.   Transect 3",-55.53333,-24.13333
"18500","Inga marginata ","PE","Madre de Dios","8 km N of Salvacíon on road to Shintuya, streamside forest remnants.",-71.367222,-12.764722
"18501","Alchornea glandulosa ","PY","Paraguarí","National Park Ybycu'i, 6 km S of NW corner of park.  Cerrado forest.",-56.76666,-26.06666
"18502","Alchornea glandulosa ","CO","Valle del Cauca","Santa Helena, above Topacio, edge of Los Farallones de Cali National Park. Trigonobalanus forest. Transect 7.",-76.58333,3.5
"18503","Alchornea triplinervia ","PY","Paraguarí","National Park Ybycu'i, 6 km S of NW corner of park.  Cerrado forest.",-56.76666,-26.06666
"18504","Croton urucurana ","PY","Paraguarí","National Park Ybycu'í. Historical site """"""""La Rosada"""""""" Forest.",-56.88333,-26.11666
"18505","Alchornea triplinervia ","PY","Paraguarí","National Park Ybycu'i, 6 km S of NW corner of park.  Cerrado forest.",-56.76666,-26.06666
"18506","Alchornea triplinervia ","PY","Paraguarí","Parque Nacional Ybycu'í. Cerrado forest 3 kms S of NW corner of the park. 26.00S-26.07S 56.46W-56.53W",-56.76666,-26
"18507","Alchornea triplinervia ","PY","Paraguarí","Parque Nacional Ybycu'í. Cerrado forest 3 kms S of NW corner of the park. 26.00S-26.07S 56.46W-56.53W",-56.76666,-26
"18508","Guazuma ulmifolia ","PE","Cajamarca","Distrito Chirinos, Centro Poblado Perico. Bosque seco, arriba rio Chinchipe.",-78.75,-5.33333
"18509","Alchornea glandulosa ","PE","Pasco","Vivero. Proyecto Pichis Palcazu, Puerto Bermudez. Transect 1.",-74.95,-10.2
"18510","Alchornea triplinervia ","PY","Paraguarí","Parque Nacional Ybycu'í. Cerrado on NW corner of the park.",-56.833333,-26.05
"18511","Alchornea triplinervia ","PY","Paraguarí","Parque Nacional Ybycu'í. Cerrado on NW corner of the park.",-56.833333,-26.05
"18512","Alchornea glandulosa ","PE","Pasco","Vivero. Proyecto Pichis Palcazu, Puerto Bermudez. Transect 1.",-74.95,-10.2
"18513","Genipa americana ","PY","Concepción","Around Sargento José E. López (""""""""Puentecinho"""""""").",-56.897222,-22.382778
"18514","Guazuma ulmifolia ","PY","Concepción","Around Sargento José E. López (""""""""Puentecinho"""""""").",-56.897222,-22.382778
"18515","Alchornea glandulosa ","EC","Los Ríos","Rio Palenque Biological Station km 56 Rd. Quevedo-Sto. Domingo .",-79.36666,-0.58333
"18516","Alchornea glandulosa ","CO","Valle del Cauca","Santa Helena, above Topacio, edge of Los Farallones de Cali National Park. Transect 3.",-76.58333,3.5
"18517","Croton urucurana ","PY","Paraguarí","Parque Nacional Ibicu'í.  Administración-Arroyo Corrientes-La Rosada.  On forest. 26.00S-26.07S 56.46W-56.53W",-56.76666,-26
"18518","Alchornea triplinervia ","PE","Loreto","Hermosa and vicinity, Río Corrientes, 1 km S of junction with Río Macusari.",-75.833333,-3.25
"18519","Guazuma ulmifolia ","PY","Concepción","Apa River around San Carlos. Tall forest on white sands.",-57.30055,-22.22777
"18520","Guazuma ulmifolia ","PY","Concepción","Apa River around San Carlos. Tall forest on white sands.",-57.30055,-22.22777
"18521","Croton urucurana ","PY","Concepción","Apa River around San Carlos. Tall forest on white sands.",-57.300556,-22.227778
"18522","Alchornea triplinervia ","CO","Guainía","Forest on white sand dominated by Eperua and Monopteryx, mostly poorly drained.",-67.083333,1.9
"18523","Alchornea glandulosa ","CO","Valle del Cauca","Santa Helena, above Topacio, edge of Los Farallones de Cali National Park. Transect 1.",-76.58333,3.5
"18524","Persea americana ","EC","Pastaza","Sitio futuro de la Central de Procesamiento de Petróleo (CPF) de ARCO. 40 km al noreste de Puyo. Bosque pluvial premontano, fragmentos de bosque primario.",-77.75,-1.38333
"18525","Alchornea glandulosa ","PY","Cordillera","Meseta Ybytú Silla, Serranía de Tobatí. On forest.",-57.11666,-25.2
"18526","Alchornea glandulosa ","EC","Sucumbíos","Cantón Lago Agrio. Dureno, comunidad indígena Cofán, aguas abajo   del Río Aguarico, hasta localidad denominada Aguarico 3. Bosque Húmedo Tropical. Bosque primario.",-76.7,-0.03333
"18527","Alchornea glandulosa ","PY","Central","Jardín Botánico y Zoológico, Trinidad, Asuncion. Reserva Natural.",-57.466667,-25.333333
"18528","Alchornea glandulosa ","EC","Pichincha","Reserva Orquideológica El Pahuma. Carretero Calacalí-Nanegalito, parcela temporal de 50 m x 50 m a 300 m de la carretera. Bosque muy húmedo Montano Bajo, bosque maduro e intervenido, suelo colinado bien drenado.",-78.63333,0.03333
"18529","Alchornea glandulosa ","EC","Sucumbíos","Reserva Ecológica Cayambe-Coca, sector Río Azuela, vía Baeza-Lago Agrio, 300 m; parcela temporal de 50 m x 50 m, bosque húmedo premontano, vegetación primaria, suelo colinado bien drenado.",-77.56666,-0.06666
"18530","Alchornea triplinervia ","PE","Loreto","Quistacocha. Disturbed upland vegetation, mostly on white sand.",-73.26666,-3.83333
"18531","Persea americana ","EC","Tungurahua","Zona de amortiguamiento del Parque Nacional Llanganates. Machay, Río Verde. Colina San Angustín, parcela temporal de 50 m x 50 m. Bosque húmedo montano bajo, vegetación primaria, suelo aluvial.",-78.28333,-1.36666
"18532","Pouteria caimito ","EC","Napo","Cantón Loreto. Pozo Arapino, Compañía Triton. Comunidad de Pucuno. Bosque húmedo tropical, vegetación secundaria con relictos de vegetación primaria, suelo aluvial.",-77.48333,-0.81666
"18533","Alchornea triplinervia ","PY","Paraguarí","National Park Ybycu'í.  Northeastern area of park.  Arroyo Corrientes.  Cerrado scrub.",-56.76666,-26
"18534","Croton urucurana ","PY","Paraguarí","National Park Ybycu'í.  Northeastern area of park.  Arroyo Corrientes.  Cerrado scrub.",-56.76666,-26
"18535","Peltophorum dubium ","BO","Santa Cruz","Cañón del Rio Pirai, 2 km al Ne de la confluencia con el Rio Bermejo.",-63.533333,-18.166667
"18536","Joannesia princeps ","BR","Espírito Santo","Linhares, Reserva Florestal da CVRD. Estrada 243.",-40.146667,-19.3575
"18537","Alchornea glandulosa ","PE","Cajamarca","Lower edge of Cutervo National Park, 10-15 km N of San Andres de Cutervo. Montane cloud forest. TRANSECT 1",-78.66666,-6.16666
"18538","Croton urucurana ","PY","Cordillera","Meseta Ybytú. Silla, Serranía de Tobatí.",-57.116667,-25.2
"18539","Alchornea triplinervia ","BR","Acre","Along road Northwest of Cruziero do Sul on way to Barão do Rio Branco, area of sandy white soil, 4 km northwest of São Francisco",-72.61666,-7.6
"18540","Alchornea triplinervia ","PE","Pasco","Trees of the Palcazu Valley Distrito Iscozacín.",-75.3,-10.15
"18541","Alchornea triplinervia ","PE","Pasco","Trees of the Palcazu Valley Distrito Iscozacín.",-75.3,-10.15
"18542","Alchornea triplinervia ","PE","Pasco","Cabeza de Mono, Río Iscozacin, 10 km SW of Iscozasin, Palcazu Valley,  sandy river terraces. Tree Plot.",-75.3,-10.33333
"18543","Maclura tinctoria tinctoria","PY","Caazapá","Estancia Tapytá of Shell Forestry Ltd. Tall forest on trail to Tebicuary River. Collecting area: around two hectares.",-55.77055,-26.2875
"18544","Alchornea glandulosa ","PY","Caazapá","Estancia Tapytá of Shell Forestry Ltd. Tall forest on trail to Tebicuary River. Collecting area: around two hectares.",-55.77055,-26.2875
"18545","Alchornea glandulosa ","PY","Caazapá","Estancia Tapytá of Shell Forestry Ltd. Tall forest patches. Collecting area: around two hectares.",-55.76888,-26.25305
"18546","Alchornea triplinervia ","BO","La Paz","""""""""Huayra Pata"""""""" - - Major ruin discovery of large fortelezas, irrigation canals  and mysterious foundations cover this  ridge which is 2 km NE of the mouth of  the Río Aguilani mouth at Lakachaka,  and 2 km S. of the junction of the Río  Mikhailpurhua and Río Aguada. 22 km N.  of Choquetanga.  Area of ancient ruins which has been  overgrazed, burned and generally raped  into  semi-barren  grassland  with  some  small  shrubs.  Collected  bordering  woodlanads  and  mattorales",-67.33333,-16.65
"18547","Alchornea triplinervia ","BO","La Paz","""""""""Mikailpurhua"""""""" - - If one follows the trail from Laka Chaka at the mouth of the Río Aguilani on the way to Khora, about 4 hours on foot (3.5 km crow flies) to the NNE one crosses two rivers. The north fork is the Río Aguada, the south fork is the Mikhailpurhua. 24 km N of Choquetanga. Very diverse riverine forest with everything from Sorocea to Boehmeria. Semi ever-green.",-67.38333,-16.66666
"18548","Alchornea triplinervia ","BO","La Paz","Parillada - Slopes between Lakea Chaka and mouth of Río Khewani 12 km S of Miguillas.",-67.35,-16.65
"18549","Solanum lycocarpum ","PY","Amambay","National Park Cerro Corá. Cerrado scrub around Lorito Picada on red sandy soil.",-56.00694,-22.68861
"18550","Alchornea triplinervia ","EC","Napo","Vía Coca-Auca. Bosque húmedo Tropical. Bosque secundario sobre suelos rojos de colinas. Potrero.",-76.55,-0.63333
"18551","Alchornea triplinervia boliviana","EC","Zamora-Chinchipe","Cima del Cordillera del Cóndor, arriba de Pachicutza. Bosque achaparrado por los vientos fuertes, dosel de 5 m de altura, vegetación muy densa.",-78.566667,-4.083333
"18552","Alchornea triplinervia ","BO","La Paz","""""""""Parillada"""""""" - - This is an area of two ruined huts near the only spring on the ridge between the Río Isi Taxaña and Río Quenhuani (the former not on a map, the later misplaced where the former actually is). The area is 1.5 km W. of the mouth of the Río Aguilani (also misplaced on map!!) at Laka Chaka 20 km N. of Choquetanga. Area of newly discovered (today) agricultural terraces following a ridge down through head high grasses with scattered Bombaceae trees, to a newly discovered forteleza above the Río Isi Taxaña which is covered in a tangle of thorn scrub.",-67.36666,-16.63333
"18553","Alchornea glandulosa ","EC","Zamora-Chinchipe","Río Nangaritza. Pachicutza. Bosque muy húmedo Premontano. Bosque secundario y remanentes de bosque primario.",-78.61666,-4.11666
"18554","Guazuma ulmifolia ","PY","Amambay","National Park Cerro Corá. Cerrado scrub on white sand and on red sandy soil.",-56.32166,-22.66416
"18555","Alchornea glandulosa ","EC","Napo","Reserva Etnica Huaorani. Carretera y oleoducto de Maxus en construcción, Km 61. Al sur del río Tivacuno. Bosque húmedo Tropical. Bosque primario. Colinas de suelos rojos.",-76.383333,-0.8
"18556","Alchornea triplinervia ","PE","Pasco","Cabeza de Mono, Río Iscozacin, 10 km SW of Iscozasin, Palcazu Valley, sandy river terraces. (tree plot)",-75.3,-10.33333
"18557","Alchornea triplinervia ","EC","Sucumbíos","8 km W of Lumbaque on Quito-Lago Agrio road, 5 km N of highway, edge of  Cayambe-Coca National Park.  Rich soil.",-77.41666,-0.03333
"18558","Genipa americana ","PE","Madre de Dios","Southeast Peru",-71.403,-11.885
"18559","Genipa americana ","PE","Madre de Dios","Southeast Peru",-71.403,-11.885
"18560","Genipa americana ","BO","Santa Cruz","Cerrado Complex",-62.61666,-14.63333
"18561","Genipa americana ","PE","Madre de Dios","Southeast Peru",-71.403,-11.885
"18562","Alchornea glandulosa ","EC","Napo","Parque Nacional Yasuní. Carretera y Oleoducto de Maxus en construcción, Km 46-52. Bosque húmedo Tropical. Bosque primario, colinas de suelo rojo.",-76.5,-0.783333
"18563","Alchornea triplinervia ","EC","Napo","Reserva Etnica Huaorani. Carretera y oleoducto de Maxus en construcción, Km 61. Al sur del río Tivacuno. Bosque húmedo Tropical. Bosque primario. Colinas de suelos rojos.",-76.383333,-0.8
"18564","Alchornea glandulosa ","EC","Morona-Santiago","Río Cuyes y vía Bomboiza-Gualaquiza Bosque Húmedo Premontano. Bosque se- cundario y potreros.",-78.58333,-3.41666
"18565","Alchornea glandulosa ","EC","Morona-Santiago","Río Cuyes y vía Bomboiza-Gualaquiza Bosque Húmedo Premontano. Bosque se- cundario y potreros.",-78.58333,-3.41666
"18566","Alchornea triplinervia ","PE","Pasco","Cabeza de Mono, Río Iscozacin, 10 km SW of Iscozasin, Palcazu Valley, sandy river terraces.",-75.3,-10.33333
"18567","Alchornea glandulosa ","EC","Napo","Reserva Etnica Huaorani. Carretera y oleoducto de Maxus en construcción, Km 60-61. Al sur del río Tivacuno. Bosque húmedo Tropical. Bosque primario. Suelo plano semiinundado.",-76.433333,-0.85
"18568","Alchornea glandulosa ","EC","Napo","Reserva Etnica Huaorani. Carretera y oleoducto de Maxus en construcción, Km 60-61. Al sur del río Tivacuno. Bosque húmedo Tropical. Bosque primario. Suelo plano semiinundado.",-76.433333,-0.85
"18569","Alchornea triplinervia ","CO","Nariño","Valley of Río Guiza; road from El Espino to Tumaco; ca. 4 km W of Ricaurte; across foot bridge and on steep forested slopes along river.",-78.08333,1.25
"18570","Alchornea triplinervia ","PY","Cordillera","Cerro Ybitú Silla, 1 km S of Tobatí. Forest to be cleared.",-57.11666,-25.2
"18571","Alchornea glandulosa ","EC","Carchi","Arriba de Maldonado. Frontera con Colombia. Sitio Chilmá. Bosque primario.",-78.03333,0.85
"18572","Alchornea glandulosa ","EC","Napo","Cantón Archidona. Faldas al sur del Volcán Sumaco. Carretera Hollín-Loreto, km 50. Huahua Sumaco. Bosque pluvial Pre Montano. Suelos con influencia volcánica. Bosque primario.",-77.56666,-0.71666
"18573","Alchornea triplinervia ","PY","Cordillera","1 km E of Nueva Colombia on road to Atyra.  On a plain.  Cerrado forest.",-57.21666,-25.16666
"18574","Alchornea triplinervia ","BO","Pando","Concesión de Mobil Oil, 32  km al Sur del Río Madre de Dios. [G. Moreno.]  Bosque amazonico no alterado. Sobre planicie tertiario ondulado - disectado por ríos pequeños.  El bosque es zona de Bertholletia.  Muestras preservadas en alcohol.",-67.5,-11.75
"18575","Alchornea triplinervia ","BO","Pando","Concesión de Mobil Oil, 30 km al Sur del Río Madre de Dios.  Bosque amazonico de tierra firme. Sobre suelos rojos y arcillosos.  Muestras preservadas en alcohol.",-67.41666,-11.66666
"18576","Alchornea triplinervia ","BO","Cochabamba","Estación Experimental """"""""Valle de Sacta"""""""" de la Universidad San Simon, media camino CBBA-S.C. (""""""""El Chapare"""""""").  Bosque primario, muy húmedo, con Tapirira guianensis, Eschweilera sp., Iriartea deltoides & Jessenia sp.  Curso Dendrologica del USAID & PL-480.",-64.66666,-17.08333
"18577","Alchornea glandulosa ","BO","Santa Cruz","25 km al norte de San Juan de Potrero hacia Cerro Bravo. Bosque de Neblino con Podocarpus, Prumnopytis, Cedrilla y helechos arboreos. Muestras preservadas en alcohol.",-64.25,-17.8
"18578","Alchornea glandulosa ","BO","La Paz","Serranía de Chepite, Campamento Scismico de Texaco, 15 km O del Río Tuichi. Muestras preservadas en alcohol.",-68.066667,-14.333333
"18579","Alchornea glandulosa ","BO","Cochabamba","Estación Experimental """"""""Valle de Sacta"""""""" de la Universidad San Simon, media camino CBBA-S.C. (""""""""El Chapare"""""""").  Bosque primario, muy húmedo, con Tapirira guianensis, Eschweilera sp., Iriartea deltoides & Jessenia sp.  Curso Dendrologica del USAID & PL-480.",-64.66666,-17.08333
"18580","Alchornea glandulosa ","EC","Napo","Parque Nacional Yasuní. Carretera y oleoducto de Maxus en construcción, Km 53-54. Bosque húmedo Tropical. Bosque primario. Suelo rojo.",-76.46666,-0.73333
"18581","Croton urucurana ","PY","Paraguarí","Parque Nacional Ybycu'í.  2 kms N of Salto Cristal.",-56.833333,-26.05
"18582","Solanum granulosoleprosum ","PY","Itapúa","Yacyretá Dam Island Reserve: Western area. Collecting area: around two hectares.",-56.823056,-27.448611
"18583","Alchornea glandulosa ","PE","Madre de Dios","Parque Nacional del Manu. Rio Manu, Cocha Cashu Station. Floodplain forest.",-71.41666,-11.83333
"18584","Alchornea triplinervia ","PY","Cordillera","Cerro Ybitú Silla, 1 km S of Tobati|1. In forest.",-57.11666,-25.2
"18585","Alchornea glandulosa ","EC","Napo","Cantón Archidona. Faldas al sur del Volcán Sumaco. Carretera Hollín-Loreto, km 50. Huahua Sumaco. Bosque pluvial Pre Montano. Suelos con influencia volcánica. Bosque primario.",-77.566667,-0.716667
"18586","Alchornea glandulosa ","PE","Huánuco","Codo de Pozuzo. Alluvial fan floodplain of Río Pozuzo after it emerges from mountains. Trail to NW behind settlement. Flat, partly-logged high forest.",-75.41666,-9.66666
"18587","Alchornea glandulosa ","EC","Napo","Parque Nacional Yasuní. Carretera y Oleoducto de Maxus en construcción, Km. 20. Bosque húmedo Tropical. Bosque primario, colinas de suelo rojo.",-76.5,-0.55
"18588","Alchornea glandulosa ","PE","Pasco","Second growth in vicinity of Proyecto Especial Pichis-Palcazu camp in Iscozacín. New second growth, weedy.",-75.21666,-10.2
"18589","Alchornea glandulosa ","PE","Pasco","Pichis Valley: Puerto Bermúdez, 2 km SW of town on new road.  Forest and stream edge on gentle slopes.",-74.93333,-10.28333
"18590","Croton urucurana ","PY","Paraguarí","Parque Nacional Ybycu'í.  Secondary vegetation along road from administration area to César Barrientos.",-56.833333,-26.05
"18591","Alchornea glandulosa ","PE","Madre de Dios","Parque Nacional del Manu. Rio Manu, Cocha Cashu Station. Floodplain forest.",-71.41666,-11.83333
"18592","Alchornea glandulosa ","PE","Pasco","Pichis Valley:  Near Paujil, 10 km downriver from Puerto Bermúdez, E side of river across from big bend with large island.  Forest on low hills and small ravines.",-74.91666,-10.25
"18593","Croton urucurana ","PY","Guairá","Cordillera de Ybytyruzú. Ladero W del Cerro Peró, 2 kms E del Destacamento Tororo.",-56.1515,-25.8998
"18594","Alchornea triplinervia ","EC","Napo","Proyecto Hidroeléctrico Coca, Punto ST4. Márgen derecha del Río Quijos, ca 10 km al sur de Reventador. Bosque pluvial Premontano.",-77.5,-0.133333
"18595","Alchornea triplinervia ","BO","La Paz","""""""""Lakachaka"""""""" _ _ Trail between the mouth of the Río Aguilani and the forteleza of Choquecamiri. Open deciduous woodland and mattoral on open, sunny, very rocky slope.",-67.33333,-16.66666
"18596","Alchornea triplinervia ","EC","Napo","Reserva Florística El Chuncho. 5 Km al Norte de Coca. Bosque húmedo Tropical. Suelo rojos sobre colinas disectadas. Parcela Permanente.",-77.01666,-0.41666
"18597","Croton urucurana ","PY","Cordillera","Cerro Tobati. En el bosque.",-57.083333,-25.283333
"18598","Alchornea glandulosa ","PY","Caazapá","Tavaí. East of Destacamento. Small (100 has.) patch of tall forest.",-55.45,-26.16666
"18599","Alchornea triplinervia ","EC","Imbabura","Cantón Cotacachi. Carretera Apuela - Cotacachi; arriba de Apuela. Sitio Pucará. Bosque Getzemani. Remanentes de bosque primario.",-78.53333,0.41666
"18600","Alchornea triplinervia ","EC","Napo","Parque Nacional Yasuní. Carretera y oleoducto de Maxus en construcción, Km 53-60. Bosque húmedo Tropical. Bosque primario.",-76.46666,-0.8
"18601","Alchornea triplinervia ","EC","Napo","Reserva Faunística Cuyabeno. Laguna Zancudo Cocha (Iriparí). Orilla sureste de la laguna. Bosque primario.",-75.533333,-0.55
"18602","Alchornea glandulosa ","BO","Santa Cruz","Vic. El Cairo, 5 km SW of Buena Vista. Disturbed and secondary tropical evergreen forest on red clay soil, slightly sloping to level.",-63.7,-17.46666
"18603","Alchornea glandulosa ","EC","Napo","Cantón Archidona. Faldas al sur del Volcán Sumaco. Carretera Hollín-Loreto, Km 40. Huamaní. Bosque pluvial Premontano. Bosque primario; suelos volcánicos.",-77.6,-0.716667
"18604","Alchornea glandulosa ","PE","Amazonas","Monte virgin, 1 km. atra|s de la comunidad de Caterpiza, trocha de metayar, banda este de la Quebrada Caterpiza, Río Santiago.",-77.718333,-3.916667
"18605","Alchornea glandulosa ","PY","Paraguarí","Macizo Acahay. In forest on Eastern peak.",-57.15,-26.9
"18606","Alchornea triplinervia ","VE","Amazonas","Neblina Base Camp on the Río Mawarinuma.",-66.166667,0.833333
"18607","Alchornea glandulosa ","EC","Napo","Carretera Hollín-Loreto, km 25. Centro Challuayacu. En trocha hacia la zona del Guagua Sumaco. Bosque pluvial Premontano. Bosque primario.",-77.66666,-0.71666
"18608","Alchornea glandulosa ","EC","Napo","Cantón Archidona. Faldas al sur del Volcán Sumaco. Carretera Hollín-Loreto, Km 31. Comuna Challua Yacu. Bosque pluvial Pre Montano. Bosque primario. Arboles marcados; Parcela Permanente 06.",-77.66666,-0.71666
"18609","Inga vera vera","BO","Santa Cruz","Serranía Santiago, bosque de galeria.",-59.565833,-18.340833
"18610","Guazuma ulmifolia ","BO","Santa Cruz","Prov. Angel Sandoval, ANMI-San Matias; Estancia Vista Hermosa. A 170 km SE de Roboré. Vegetación arbustiva cerca a la laguna. Suelo arcillo arenoso, area inundada, dominancia de Copernicia alba en los margenes de la laguna.",-58.35166,-17.52777
"18611","Inga vera ","BO","Santa Cruz","Provincia German Busch. Area natural de manejo integrado y parque nacional Otuquis, estancia Campo en Medio, bosque semideciduo, dosel de 22 m de alto. Orilla del rio Otuquis.",-58.49166,-18.945
"18612","Pterogyne nitens ","BO","Santa Cruz","Provincia German Busch. Area natural de manejo integrado y Parque Nacional Otuquis; a 1 km de la casa en un motacusal, sotobosque cubierto de hojarsca. Suelo franco arenoso con materia organica en descomposicion.",-58.46555,-18.965
"18613","Maclura tinctoria ","BO","Santa Cruz","Provincia German Busch; Area natural de manejo integrado y Parque Nacional Otuquis. Estancia Santa Catalina a 5 km al S de la Estancia Campo en Medio, zona inundada o chaparral inundado.",-58.37222,-19.04861
"18614","Pterogyne nitens ","BO","Santa Cruz","Provincia German Busch. Area natural de manejo integrado y Parque Nacional Otuquis; Estancia Quebracho, a 4 km N de la estancia; bosque semideciduo mal drenado, con árboles de 15 a 25 m de altura, como Anadenanthera sp. Caesalpinia sp. y Astronium urundeuva.",-58.08638,-19.35833
"18615","Genipa americana ","BO","Santa Cruz","Prov. German Busch, Area natural de manejo integrado Otuquis; Estancia Las Camelias, bosquecillo de palmares y alcornocales, hacia el lado Oeste de la estancia Las Camelias.",-58.11,-19.52083
"18616","Handroanthus heptaphyllus ","BO","Santa Cruz","Prov. German Busch, Area natural de manejo integrado Otuquis; Estancia Las Camelias, bosquecillo de palmares y alcornocales, hacia el lado Oeste de la estancia Las Camelias.",-58.11,-19.520833
"18617","Handroanthus serratifolius ","BO","Santa Cruz","Prov. German Busch, area natural de manejo integrado Otuquis,a 18 km W de la estancia Arco Iris, estancia San Lorenzo. Bosque semideciduo ya intervenido por madereros.",-61.8,-16.766667
"18618","Genipa americana ","BO","Santa Cruz","Prov. German Busch. Río Pimiento, Isla Tres Bocas, con abundantes Copernicias, lianas, Convolvulaceas.",-57.81694,-18.83416
"18619","Handroanthus heptaphyllus ","BO","Santa Cruz","Valle de Tucavaca, parcela de muestreo, Proyecto Corredor Santa Cruz-Puerto Suárez, bosque chiquitano bien drenado con árboles del chaco, dosel 7-18 m, sotobosque con Ananas ananassoides, Aechmea distichantha y Sebastiania discolor.",-59.424722,-18.382222
"18620","Alchornea glandulosa ","EC","Pastaza","Pozo petrolero """"""""Danta 2"""""""" de UNOCAL. 50 km al sur-sureste  de Curaray. Bosque húmedo Tropical, primario.  Arboles cortados por la obras petroleras.  Suelo rojo, colinas.",-76.8,-1.78333
"18621","Alchornea glandulosa ","PY","Paraguarí","Cerro Palacios, 5 kms N of Paraguarí.  Forest on south western slope.",-57.16666,-25.41666
"18622","Alchornea glandulosa ","EC","Napo","Cantón Archidona. Faldas al sur del Volcán Sumaco. Carretera Hollín-Loreto, km 32. Comuna Challua Yacu. Bosque primario. Bosque pluvial Premontano.",-77.66666,-0.71666
"18623","Alchornea triplinervia boliviana","PE","Cusco","Kosñipata Valley, Km 150, San Pedro, Río Unión and Río Kosñipata juction.  Forest composition: Hedyosmum Cecropia, Iriartea, Cinchona, Tabebuia, Inga, Clusia, Urera, Visma, Ficus, Piper, Schefflera, Cyathea, etc.",-71.33333,-14.18333
"18624","Alchornea triplinervia ","PY","Paraguarí","National Park Ybycu'í.  6 km S of northwestern corner of park along tributary of Arroyo Mina.  Cerrado forest.",-56.76666,-26.06666
"18625","Guazuma ulmifolia ","PY","Canindeyú","Mbaracayú Natural Reserve, administered by Fundación Moisés Bertoni: around Ñandurokai. Cerrado scrub and cerrado forest.",-55.47888,-23.99416
"18626","Alchornea glandulosa ","PE","Madre de Dios","Manu Park, Cocha Cashu uplands.",-71.16666,-11.75
"18627","Mangifera indica ","BO","Santa Cruz","W side of Santa Cruz.",-63.2,-17.78333
"18628","Solanum lycocarpum ","PY","Canindeyú","Mbaracayú Natural Reserve, administered by Fundación Moisés Bertoni: around Aguará-Ñú. Cerrado scrub on red sandy soil. Collecting area: around two hectares.",-55.28,-24.18361
"18629","Genipa americana ","PY","Canindeyú","Mbaracayú Natural Reserve, administered by Fundación Moisés Bertoni: around Jejuí-Mí. Tall forest on red sandy soil.",-55.52777,-24.13305
"18630","Alchornea glandulosa ","PE","Cusco","""""""""Ceja de Selva"""""""" Santuario Histórico Machu Pichu forests. Grupo Arqueológico MondorñPutucusí, 116 km from Cusco.",-72.51666,-13.15
"18631","Alchornea triplinervia ","PY","Cordillera","Serranía de Tobatí, Meseta Ybytú Silla. On cerrado vegetation.",-57.11666,-25.2
"18632","Alchornea glandulosa ","PE","Madre de Dios","Manú National Park. Cocha Cashu Biological Station. Flood plain forest.",-71.416667,-11.833333
"18633","Croton urucurana ","PY","Amambay","Parque Nacional Cerro Corá.  Arroyo Aquidaban Nigúi, behind park headquarters.  Moist floodplain and embankments with forest.",-56.05,-22.65
"18634","Genipa americana ","PE","Pasco","Distrito Iscozacín.  Trees of the Palcazú Valley.",-75.3,-10.15
"18635","Alchornea triplinervia ","PY","Cordillera","Cerro Tobati.",-57.06666,-25.25
"18636","Alchornea glandulosa ","PY","Guairá","Cordillera de Ybytyruzú.  Cerro Acatí, near Destacamento Tororo.  Forest on slopes.",-56.25,-25.91666
"18637","Alchornea triplinervia ","PE","Cusco","Chontachaca a Pillahuata. La ceja de selva entre Chontachaca y Pillahuata, Bosque de neblina, presencia de Alnus, Rauvolfia.",-71.38333,-13
"18638","Pouteria caimito ","PE","Loreto","Capihuar, 5 km NE of Andoas on Río Capihuari, near Ecuador border, along oil pipeline.  Lateritic uplands alternating with Mauritia swamps.",-76.5,-2.53333
"18639","Alchornea glandulosa ","PE","Madre de Dios","Manu Park, Cocha Cashu uplands.",-71.16666,-11.75
